Course Code,Course Title,Units,Terms Offered,Description
MELC 146,islam,4 Units,"Terms offered: Fall 2023, Summer 2023 Second 6 Week Session, Fall 2022",thi cours aim introduc student import featur islam religi tradit the main subject discuss includ life muhammad quran tradit law sufism theolog philosophi polit the cours cover mediev modern islam touch upon major sect in refer modern period particular emphasi fall relationship mediev
MELC 147,the rise islam civil,4 Units,Terms offered: Prior to 2007,a survey islam civil middl east mediev period topic includ emerg islam arabia role prophet muhammad rapid rise islam empir effect societi govern creation islam civil religi polit intellectu debat engend contact europ asia trade crusad nomad conquest contribut
MELC 148,emerg modern middl east,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the cours provid chronolog themat approach use biographi text trace emerg modern middl east late earli centuri culmin dissolut ottoman dynasti advent structur the cours contextu region social histori cultur religi social stratif colon orient pathway toward understand
MELC 149,the modern middl east wwi present,4 Units,Terms offered: Prior to 2007,the cours trace birth modern map middl east explor develop new emerg variou movement struggl forg nation ident well erasur other we explor emerg nation project contest turkey iran egypt lebanon syria saudi arabia palestin the cours explor emerg continu instrument
MELC 150A,arab literatur translat,3 Units,Terms offered: Prior to 2007,no knowledg arab requir survey arab literatur origin poetri histor develop umayyad abbasid period
MELC 150B,arab literatur translat,3 Units,Terms offered: Spring 2023,no knowledg arab requir survey arab literatur develop period present
MELC 151,middl eastern women writer,4 Units,Terms offered: Spring 2024,thi cours focus poetri short stori novel histori middl eastern women writer the cours featur write women divers social religi background distinct role shape cultur histori arab poetri literatur text may rang mediev period well contemporari write print digit student examin variou literari method develop time
MELC 152,cultur encount modern arab literatur,3 Units,Terms offered: Prior to 2007,thi cours organ around two broad issu quest ident represent modern arab literatur central concern treatment coloni nation gender modern arab literatur arab cultur gener
MELC 153,synagogu cathedr mosqu the rise fall islam spain,4 Units,Terms offered: Prior to 2007,thi cours focus cultur histori islam spain muslim conquest expuls morisco topic cover includ histori literatur architectur art music the major aim student develop understand sensibl histori polit cultur well social cultur relev contemporari audienc
MELC 154,narr ident isra palestinian fiction,4 Units,Terms offered: Prior to 2007,the dynam ident contemporari isra palestinian fiction sinc literari tradit quest ident invari involv encount cultur examin phenomenon within singl context reveal we approach subject lectur discuss view video film dramat arab hebrew work deal ident make use class locat
MELC 155,the thousand one night world literari imagin,3 Units,"Terms offered: Spring 2024, Spring 2022",thi cours investig write transmiss recept the thousand one night after studi tale examin structur student investig stori transmit translat receiv europ thi process offer window attitud gender race especi western view orient how tale creativ manipul western writer
MELC 156,sociolinguist middl east,4 Units,Terms offered: Fall 2021,the middl east iran north africa home great number languag dialect includ mani varieti arab well persian kurdish hebrew arama berber thi cours provid introduct current statu languag social set relev part histori student acquir basic foundat sociolinguist linguist anthropolog explor languag chang struggl
MELC 157,reel arab film fiction middl east,4 Units,"Terms offered: Spring 2024, Spring 2023, Fall 2022",thi cours introduc student main theme trope contemporari arab cultur product within analyt framework cours survey varieti exampl written cinemat cultur these includ film fiction autobiographi documentari music well critic articl essay the text engag wide rang topic includ desir gender islam coloni revolut nation border
MELC 158AC,middl east migrat diaspora,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the cours focus impact migrat displac peopl postcoloni middl east region legal polit social religi discours ethic issu aris immigr practic place phenomena within global transnat context three separ group us examin middl eastern immigr el salvadoran diaspora rightw white commun
MELC 159,middl east empir orient,4 Units,Terms offered: Prior to 2007,from roman american imperi interest middl east sit crossroad empir focal point power struggl orientalist imaginari thi cours explor intersect cultur race imperi western engag middl east last year the recent invas iraq led renew idea empir build middl east the idea empir coloni legaci orientalist trope war
MELC 160,religion ancient iran,3 Units,Terms offered: Fall 2022,princip devot zoroastrian manichean attent origin relev iranian religion histori hellenist gnostic judaism islam
MELC 161,topic persian art cultur,4 Units,Terms offered: Fall 2021,an introduct visual materi cultur persian world persian art one richest artist heritag world histori includ wide rang artist develop architectur sculptur paint weav potteri calligraphi metalwork thi cours explor art term larger social polit cultur context histori in addit iranian plateau cours may also cover region
MELC 162,histori persian literatur,4 Units,Terms offered: Prior to 2007,these cours offer comprehens introduct main current persian literatur centuri contemporari period they introduc student variou genr period style crucial formal themat element necessari understand persian literatur while deal classic persian literatur deal persian literatur sinc advent modern land name centuri both
MELC 163,persian literatur translat,4 Units,Terms offered: Fall 2023,an engag studi persian literatur translat draw text centuri read illustr philosophi either individu thinker theme develop within particular genr poetri mystic novel etc we strive understand milieu text author
MELC 165,film fiction iran,4 Units,Terms offered: Prior to 2007,thi cours introduc student major theme modern iranian literatur cinema short stori read discuss provid analyt framework screen film cover divers topic signific iran today all film english subtitl lectur read english no prior knowledg iranian histori literatur requir
MELC 170,islam histori historiographi,3 Units,Terms offered: Fall 2021,the cours introduc student islam histori challeng islam historiographi rise islam ce come seljuk student gain understand religi social polit institut islam histor context throughout cours expos variou primari secondari sourc help develop sens histor narr produc
MELC 171,turkish literatur translat,3 Units,Terms offered: Prior to 2007,a studi turkish literatur translat draw text centuri read chosen illustr develop within specif genr lyric poetri drama folktal etc
MELC 173,topic histori central asia turk,3 Units,Terms offered: Prior to 2007,a survey main theme cultur ethnic linguist histori central asia adjac region princip rise islam present the first half cours deal iranian element central asia particularli tajik the second half devot turk includ histori expans central asia also anatolia south east europ
MELC 174,law societi earli modern middl east,3 Units,Terms offered: Prior to 2007,thi cours examin social religi live women men len law a major concern relationship law cultur name way law reflect ideal tension rang ideolog competit state problem ordinari townspeopl peasant in analyz actual court case ask individu particip life court use court articul
MELC 175,histori cultur afghanistan,3 Units,Terms offered: Spring 2023,thi cours discuss afghanistan ancient time present includ emerg afghanistan modern import the soviet invas aftermath emphas along issu state societi ethnic divers tribal structur challeng modern nation polit ident the role religion mystic order role art music literatur also
MELC 180,the quran it interpret,4 Units,"Terms offered: Spring 2024, Summer 2023 First 6 Week Session, Spring 2023",the cours introduc student quran method interpret adopt exeget tafsir literatur in addit expos secondari academ literatur quran exegesi student offer high dose primari exeget text translat passag number period denomin select student may develop appreci
MELC 187,the assyrian other religi group middl east,4 Units,"Terms offered: Spring 2023, Spring 2022",thi cours explor histori cultur religi group middl east begin roman sasanian era extend current day evid christian jewish zoroastrian yezidi muslim commun investig particular emphasi place develop assyrian ancient origin mesopotamia christian modern global diaspora primari text
MELC C188,magic religion scienc the ancient mediev world,4 Units,"Terms offered: Spring 2022, Spring 2018, Spring 2016",thi cours explor magic experiment scienc within learn tradit civil consid fundament modern western ident ancient mesopotamia egypt greec rome mediev earli modern middl east byzantium europ the primari sourc use explor text demon magic divin sophist philosoph background belief in
MELC 190A,special topic field middl eastern languag cultur ancient middl eastern studi,4 Units,"Terms offered: Fall 2023, Fall 2022",topic explor theme problem variou field middl eastern languag cultur they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190B,special topic field middl eastern languag cultur egyptian studi,4 Units,"Terms offered: Fall 2023, Spring 2022",topic explor theme problem variou field middl eastern languag cultur they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190C,special topic field middl eastern languag cultur jewish studi,4 Units,"Terms offered: Spring 2023, Spring 2022",topic explor theme problem variou field middl eastern languag cultur they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190D,special topic field middl eastern languag cultur islam studi,4 Units,Terms offered: Spring 2023,topic explor theme problem variou field near eastern studi they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190E,special topic field middl eastern languag cultur arab,4 Units,Terms offered: Prior to 2007,topic explor theme problem variou field near eastern studi they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190H,special topic field middl eastern languag cultur hebrew,4 Units,Terms offered: Prior to 2007,topic explor theme problem variou field near eastern studi they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 190I,special topic field middl eastern languag cultur,4 Units,Terms offered: Prior to 2007,topic explor theme problem variou field near eastern studi they often reflect research interest instructor supplement regular curricular offer specif descript current offer seri avail depart
MELC 192,undergrad seminar problem research middl eastern languag cultur,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint upper divis student advanc research strategi specif area near eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192A,undergrad seminar problem research middl eastern studi ancient middl eastern studi,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192B,undergrad seminar problem research middl eastern studi egyptian studi,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192C,undergrad seminar problem research middl eastern studi jewish studi,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192D,undergrad seminar problem research middl eastern studi islam studi,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192E,undergrad seminar problem research middl eastern studi arab,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192F,undergrad seminar problem research middl eastern studi cuneiform,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192G,undergrad seminar problem research middl eastern studi egyptian,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192H,undergrad seminar problem research middl eastern studi hebrew,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192I,undergrad seminar problem research middl eastern studi,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192J,undergrad seminar problem research middl eastern studi semit,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 192K,undergrad seminar problem research middl eastern studi turkish,2 or 4 Units,Terms offered: Prior to 2007,thi seri design acquaint student advanc research strategi specif area middl eastern studi the cours may reflect current research interest instructor introduc student special problem field two unit present four unit paper present
MELC 193,middl eastern archaeolog field school,6 Units,Terms offered: Prior to 2007,thi cours teach archaeolog field method instruct student work project staff receiv exposur techniqu like excav survey illustr photographi artifact process student also learn local archaeolog histori weekli lectur field trip
MELC H195,senior honor,2 - 4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",direct studi center upon prepar honor thesi
MELC 198,direct group studi upper divis student,1 - 4 Units,Terms offered: Prior to 2007,instruct area cover regularli schedul cours phoenician cypriot syrian archaeolog
MELC 199,supervis independ studi research,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",enrol restrict regul shown
MELC 200,graduat proseminar,1 Unit,Terms offered: Prior to 2007,introduct academ profess middl eastern languag cultur thi cours survey variou disciplin subfield contain rubric includ development histori methodolog primari secondari data sourc enrol cours requir graduat student first year studi
MELC 202,field method current trend ancient egyptian middl eastern studi,2 - 4 Units,Terms offered: Prior to 2007,an introduct divers field disciplin compris ancient egyptian middl eastern studi includ current tradit method trend design candid higher degre middl eastern studi relat program
MELC 205,use cuneiform text research,3 Units,Terms offered: Prior to 2007,thi seminar meant graduat student wish use cuneiform text origin translat research the gener question ask text produc meaning inform the seminar organ around three task evalu secondari literatur methodolog reflect use text use cuneiform text scholarli paper
MELC C220,seminar middl eastern art,2 or 4 Units,Terms offered: Fall 2012,seminar critic aspect middl eastern art requir intens studi present research paper topic vari semest semest
MELC 223,seminar middl eastern archaeolog,2 or 4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",seminar critic aspect middl eastern archaeolog requir intens studi present research paper oral report topic vari semest semest
MELC 290A,special studi middl eastern languag cultur,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 290B,special studi arab,1 - 5 Units,"Terms offered: Spring 2024, Spring 2023, Fall 2022",student may enrol one section total number unit special studi one semest may exceed
MELC 290C,special studi cuneiform,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 290D,special studi egyptian,1 - 5 Units,Terms offered: Spring 2022,student may enrol one section total number unit special studi one semest may exceed
MELC 290E,special studi hebrew,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 290F,special studi persian,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 290G,special studi semit,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 290H,special studi turkish,1 - 5 Units,Terms offered: Prior to 2007,student may enrol one section total number unit special studi one semest may exceed
MELC 291,dissert write workshop,4 Units,"Terms offered: Spring 2022, Fall 2021",a faculti member overse group offer guidanc make sure guidelin follow student manag group oper at least one week meet student draft chapter dure meet student give feedback draft thi feedback use revis chapter due end semest the workshop open graduat student depart
MELC 292,museum internship,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",jointli supervis profession staff particip museum faculti member art archaeolog divis depart middl eastern languag cultur
MELC N295,supervis field research archaeolog,2 - 8 Units,Terms offered: Prior to 2007,full time particip archaeolog excav exploratori survey preced three hour seminar per week one half one semest discret instructor student particip aspect oper respons prepar written report specif part work geograph area site determin year student take seminar receiv unit
MELC 296,topic egyptolog,4 Units,Terms offered: Fall 2022,graduat seminar vari topic egyptolog focu may archaeolog chronolog compar cultur histor methodolog region textual theoret themat combin thereof
MELC 297,topic ancient ceram egypt levant,2 or 4 Units,Terms offered: Spring 2022,chang topic studi ancient ceram stress relationship potteri one hand archaeolog practic research egypt levant hand emphasi place relationship potteri broader issu involv histori cultur region where appropri extens use made slide experi avail ceram collect hearst museum c
MELC 298,seminar,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",special topic near eastern studi topic vari announc begin semest
MELC 299,dissert research write,3 - 12 Units,Terms offered: Prior to 2007,all student advanc candidaci must enrol everi semest regist when resid student requir meet primari dissert advisor least twice semest student resid commun either phone email advisor least twice semest semest grade base written work turn instructor consist least one draft chapter dissert
MELC 375,teach modern middl eastern languag colleg seminar languag pedagogi,3 Units,Terms offered: Fall 2021,thi cours introductori cours survey theori learn approach teach foreign languag colleg theori analyz student encourag test theori experi student teacher thi cours design new graduat student instructor hebrew arab persian turkish thi cours includ classroom observ reflect teach
MELC 601,individu studi master student,1 - 8 Units,Terms offered: Fall 2021,individu studi comprehens languag requir consult graduat advis unit may use meet either unit resid requir master degre
MELC 602,individu studi doctor student,1 - 8 Units,Terms offered: Prior to 2007,individu studi consult major field advis intend provid opportun qualifi student prepar variou examin requir candid may use unit resid requir doctor degre
MFE 230A,invest deriv,2 or 3 Units,"Terms offered: Spring 2015, Spring 2013, Fall 2007",the cours discuss basic theori asset price it begin standard discount cash flow analysi gener approach develop no arbitrag price techniqu secur valuat topic fix incom secur deriv conting claim basic principl optim portfolio theori model equilibrium asset price includ capm relat factor model
MFE 230D,deriv quantit method,2 Units,"Terms offered: Summer 2008 10 Week Session, Fall 2007, Summer 2007 10 Week Session",thi cours emphas price deriv continu time formul price problem implement comput numer solut techniqu
MFE 230E,empir method financ,2 or 3 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",thi cours review probabl statist techniqu commonli use quantit financ it includ review normal lognorm cev distribut estim nonparametr techniqu commonli use financ mle gmm garch student introduc financi databas estim applic softwar estim volatil correl stabil
MFE 230G,equiti currenc market,2 Units,"Terms offered: Fall 2015, Fall 2012, Fall 2006",thi cours review variou aspect equiti currenc market rel import it provid model histor evid averag return volatil return equiti equiti price behavior trade volum pattern primari financi risk determin spot forward rate volatil volum high frequenc dynam dealer behavior examin
MFE 230GA,equiti market,1 Unit,Terms offered: Not yet offered,thi cours cover activ equiti portfolio manag includ gener quantit theori activ manag we view activ manag optim problem trade expect return risk cost trade modul cover forecast return risk cost we also cover research activ strategi analyt support enterpris we discuss variou categori activ equiti strategi
MFE 230GB,currenc market,1 Unit,Terms offered: Not yet offered,thi cours dedic currenc market market organ determin spot forward rate link intern financ broadli topic includ the fx market organ player instrument fx arrang capit control differ approach exchang rate convent unconvent monetari polici exchang rate domin currenc dollar safeti fx market
MFE 230H,financi risk measur manag,2 Units,"Terms offered: Fall 2015, Fall 2012, Fall 2008",thi cours examin risk measur manag includ market risk credit risk liquid risk settlement risk volatil risk kurtosi risk type financi risk topic includ risk manag techniqu differ type contract portfolio durat portfolio beta factor sensit var dynam portfolio analysi extrem valu analysi risk manag techniqu
MFE 230I,fix incom market,2 or 3 Units,"Terms offered: Fall 2007, Summer 2007 10 Week Session, Summer 2006 10 Week Session",thi cours provid quantit approach fix incom secur bond portfolio manag topic includ fix incom secur market price use portfolio manag hedg interest rate risk bond mathemat term structur measur theori immun techniqu modern theori bond price deriv instrument
MFE 230J,financi innov data scienc applic,1 - 2 Units,"Terms offered: Fall 2015, Fall 2008, Fall 2006",thi cours stress financi innov tradit financi market innov opportun newer disciplin long short term econom market some exampl later includ livelihood insur insur inequ insur intergener social secur intern agreement individu pension invest strategi
MFE 230K,dynam asset manag,2 Units,"Terms offered: Spring 2015, Spring 2010, Spring 2009",thi cours review portfolio theori price model it includ risk model intern portfolio return model optim alloc fund exchang rate uncertainti criteria judg perform manag model differ type differ type applic strategi achiev variou invest object
MFE 230M,secur market,2 Units,"Terms offered: Fall 2015, Spring 2015, Spring 2010",thi cours extend studi fix incom secur advanc topic mortag secur topic includ basic mechan structur deal secur credit card leas debt market risk manag techniqu employ securit process asset the valuat pool asset deriv bond use mont carlo option price techniqu
MFE 230N,appli financ project,0.0 Units,"Terms offered: Fall 2015, Fall 2012, Fall 2008",student requir complet appli quantit financ project explor quantit financ problem might met practic involv develop use quantit financi techniqu
MFE 230O,appli financ project,1 - 3 Units,"Terms offered: Spring 2015, Spring 2010, Spring 2009",student requir complet appli quantit financ project explor quantit financ problem might met practic involv develop use quantit financi techniqu
MFE 230P,financi data scienc,2 Units,Terms offered: Fall 2015,thi cours propos guid tour optim model aris practic financ these problem includ one tradit associ optim includ asset liabil manag asset price portfolio optim we also describ optim model aris model calibr predic estim risk analysi the cours includ recent approach analysi kind financi data
MFE 230Q,stochast calculu asset price applic,2 Units,"Terms offered: Spring 2018, Spring 2015, Fall 2007",the cours introduc student techniqu stochast analysi employ mathemat financ topic includ stochast process brownian motion stochast integr differenti ito formula martingal
MFE 230R,advanc comput financ,2 Units,"Terms offered: Fall 2008, Fall 2006, Fall 2005",thi cours build techniqu learn quantit method deriv price the focu gain deeper analysi numer comput issu price calibr the orient cours heavi use comput techniqu appli case project the primari object cours prepar student tackl latest challeng quantit price like
MFE 230S,behavior financ,1 or 2 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",over last year psychologist come better understand process peopl make judgement decis they identifi common judgement decis heurist bias associ an understand one decis bias other import tool manag behavior decis theori also contribut understand financi market thi cours discuss
MFE 230T,topic financi engin,1 - 5 Units,"Terms offered: Spring 2015, Summer 2013 10 Week Session, Fall 2012",advanc studi field financ engin address current emerg issu topic vari offer announc begin term
MFE 230V,credit risk model,2 Units,"Terms offered: Fall 2008, Fall 2005, Fall 2004",focus techniqu current use model credit risk the cours cover default probabl loss given default correl credit portfolio analyt bond valuat loan valuat credit deriv valuat emphasi place model build model valid interpret model output student requir program packag matlab some empir test exercis
MFE 230VA,credit risk econom concept,1 Unit,"Terms offered: Spring 2010, Summer 2006 10 Week Session",introduct credit risk model conceptu overview current techniqu cover default probabl loss given default correl credit portfolio analyt bond valuat loan valuat credit deriv valuat prepar student interest second cours focu model build student interest technic detail model desir understand credit risk
MFE 230VB,credit risk quantit model,1 Unit,Terms offered: Fall 2006,focus techniqu current use model credit risk the cours cover default probabl loss given default correl credit portfolio analyt bond valuat loan valuat credit deriv valuat emphasi place model build model valid interpret model output student requir program packag matlab some empir test exercis also part
MFE 230W,account taxat deriv,1 Unit,"Terms offered: Fall 2007, Summer 2007 10 Week Session, Summer 2006 10 Week Session",thi cours provid framework allow student understand account tax issu relat deriv hedg it also fulfil need student seek job corpor sector seek assign financi servic sector a basic understand financi account requir
MFE W230A,invest deriv,2 - 3 Units,Terms offered: Prior to 2007,the cours discuss basic theori asset price it begin standard discount cash flow analysi gener approach develop no arbitrag price techniqu secur valuat topic fix incom secur deriv conting claim basic principl optim portfolio theori model equilibrium asset price includ capm relat factor model
MFE W230D,deriv quantit method,2 Units,Terms offered: Prior to 2007,thi cours emphas price deriv continu time formul price problem implement comput numer solut techniqu
MFE W230E,empir method financ,2 - 3 Units,Terms offered: Prior to 2007,thi cours review probabl statist techniqu commonli use quantit financ it includ review normal lognorm cev distribut estim nonparametr techniqu commonli use financ mle gmm garch student introduc financi databas estim applic softwar estim volatil correl stabil
MFE W230G,equiti currenc market,2 Units,Terms offered: Prior to 2007,thi cours review variou aspect equiti currenc market rel import it provid model histor evid averag return volatil return equiti equiti price behavior trade volum pattern primari financi risk determin spot forward rate volatil volum high frequenc dynam dealer behavior examin
MFE W230H,financi risk measur manag,2 Units,Terms offered: Prior to 2007,thi cours examin risk measur manag includ market risk credit risk liquid risk settlement risk volatil risk kurtosi risk type financi risk topic includ risk manag techniqu differ type contract portfolio durat portfolio beta factor sensit var dynam portfolio analysi extrem valu analysi risk manag techniqu
MFE W230I,fix incom market,2 - 3 Units,Terms offered: Prior to 2007,thi cours provid quantit approach fix incom secur bond portfolio manag topic includ fix incom secur market price use portfolio manag hedg interest rate risk bond mathemat term structur measur theori immun techniqu modern theori bond price deriv instrument
MFE W230J,financi innov data scienc applic,1 - 2 Units,Terms offered: Prior to 2007,thi cours stress financi innov tradit financi market innov opportun newer disciplin long short term econom market some exampl later includ livelihood insur insur inequ insur intergener social secur intern agreement individu pension invest strategi
MFE W230K,dynam asset manag,2 Units,Terms offered: Prior to 2007,thi cours review portfolio theori price model it includ risk model intern portfolio return model optim alloc fund exchang rate uncertainti criteria judg perform manag model differ type differ type applic strategi achiev variou invest object
MFE W230M,secur market,2 Units,Terms offered: Prior to 2007,thi cours extend studi fix incom secur advanc topic mortag secur topic includ basic mechan structur deal secur credit card leas debt market risk manag techniqu employ securit process asset the valuat pool asset deriv bond use mont carlo option price techniqu trade strategi
MFE W230O,appli financ project,1 - 3 Units,Terms offered: Prior to 2007,student requir complet appli quantit financ project explor quantit financ problem might met practic involv develop use quantit financi techniqu
MFE W230P,financi data scienc,2 Units,Terms offered: Prior to 2007,thi cours propos guid tour optim model aris practic financ these problem includ one tradit associ optim includ asset liabil manag asset price portfolio optim we also describ optim model aris model calibr predic estim risk analysi the cours includ recent approach analysi kind financi data
MFE W230Q,stochast calculu asset price applic,2 Units,Terms offered: Prior to 2007,the cours introduc student techniqu stochast analysi employ mathemat financ topic includ stochast process brownian motion stochast integr differenti ito formula martingal
MFE W230S,behavior financ,1 - 2 Units,Terms offered: Prior to 2007,over last year psychologist come better understand process peopl make judgement decis they identifi common judgement decis heurist bias associ an understand one decis bias other import tool manag behavior decis theori also contribut understand financi market thi cours discuss common bias
MFE W230X,high frequenc financ,1 - 2 Units,Terms offered: Prior to 2007,thi cours introduc basic concept high frequenc financ discuss recent develop market microstructur electron trade high frequenc data model topic includ trade basic price discoveri distribut properti financi time seri tick data analysi trade direct algorithm trade benchmark sourc risk trade strategi includ challeng benchmark hedg strategi arbitrag
MFE 230X,high frequenc financ,1 or 2 Units,Terms offered: Spring 2015,thi cours introduc basic concept high frequenc financ discuss recent develop market microstructur electron trade high frequenc data model topic includ trade basic price discoveri distribut properti financi time seri tick data analysi trade direct algorithm trade benchmark sourc risk trade strategi includ challeng benchmark hedg strategi arbitrag
MFE 230Y,ethic regul financi market,1 Unit,Terms offered: Prior to 2007,thi cours introduct legal rule govern financi market institut gener also specif relat deriv the main purpos legal rule regul ensur smooth function financi market well safeti sound overal financi system we examin main area law regul pertain central exchang counter market
MFE 230ZA,deep learn applic i,1 Unit,Terms offered: Prior to 2007,topic includ supervis unsupervis reinforc learn industri tool develop machin learn system data collect process api web scrape hadoop mapreduc spark multilay perceptron deep neural net train deep neural net convolut neural network recur neural network the cours end session solv practic problem deep learn
MFE 230ZB,deep learn applic ii,1 Unit,Terms offered: Prior to 2007,topic includ spectral represent long memori process shallow model arma filter bank random forest probabilist graphic network deep model rnn cnn sequenti model attent network deep learn framework basic model causal loss function financi predict distribut represent discret entiti applic natur languag process data model fusion strategi
MFE 293,individu supervis studi graduat student,1 - 5 Units,"Terms offered: Fall 2015, Spring 2015, Fall 2012",individu supervis studi subject avail student regular schedul approv faculti advis appropri student program
MIL AFF 1,militari physic fit,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours teach fundament physic fit employ militari condit rotc cadet physic demand face militari offic the cours consist rigor physic train supervis militari offic noncommiss offic the goal cours enhanc one level physic fit also develop leadership qualiti conduct plan
MIL AFF 145A,nation secur forc contemporari american societi,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",conceptu examin arm forc integr element american societi examin contemporari issu relat nation intern environ defens polici formul implement
MIL AFF 145B,prepar activ duti,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours focus commiss cadet transit activ duti the primari focu instruct officership profession leadership topic specif discuss includ militari justic system militari ethic core valu militari profession current issu affect air forc gener introduct base function design eas cadet transit activ duti thi cours
MIL AFF 180,philosophi leadership,3 Units,"Terms offered: Fall 2021, Spring 2021, Fall 2020",what leadership doe leadership remain fundament chang scale purpos way becom fundament differ what good leadership are virtu leadership univers unchang rel histor circumst who leader can leadership taught someth born how gain knowledg leadership can learn leadership
MIL AFF 199,supervis independ studi research,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",supervis independ studi research undergradu student desir pursu topic select
MIL SCI 1,leadership laboratori,0.0 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the instruct includ organ manag militari unit physic train drill ceremoni land navig techniqu surviv skill extens first aid train
MIL SCI 2,introduct armi critic think,1 Unit,"Terms offered: Fall 2023, Fall 2022, Fall 2021",the purpos one credit hour seminar style cours introduc student issu compet central commiss offic respons these initi lesson establish framework understand officership leadership armi valu addit semest address life skill includ comprehens fit goal set cultur understand time manag thi cours
MIL SCI 3,introduct profess arm,1 Unit,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours overview leadership fundament set direct listen present brief provid feedback use effect write skill student explor dimens leadership attribut core leader compet context practic interact exercis
MIL SCI 100,leadership decis make,2 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",the purpos two credit hour cours develop student knowledg individu leadership skill through experienti learn activ student develop problem solv critic think skill appli commun feedback conflict resolut skill the cours includ introduct armi oper order troop lead procedur context decis make
MIL SCI 101,armi doctrin team develop,2 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours examin challeng lead tactic team complex contemporari oper environ coe thi cours highlight applic armi doctrin offens defens oper context tactic decis make team build further studi theoret basi armi leadership requir model explor dynam adapt leadership face ethic cultur dilemm
MIL SCI 131,train manag warfight function,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours studi practic applic fundament armi leadership officership armi valu ethic person develop small unit tactic student focu train fundament tactic skill explor armi capabl limit within warfight function
